"","Final_Light_intensity","Verified_Predicted_y"
"221",100.071495061899,221
"222",101.307063924944,221.999999999844
"223",102.56226926992,222.999999998631
"224",103.837755450333,223.999999999992
"225",105.134106156285,225.000000000004
"226",106.451834129348,226.000000000035
"227",107.791367674316,226.999999999997
"228",109.153031024581,227.999999999991
"229",110.537013751248,228.999999999683
"230",111.943321955888,229.999999999965
"231",113.371700845674,230.999999999996
"232",114.821514785104,231.999999999943
"233",116.291567810536,232.999999999984
"234",117.779847053979,234.000000000367
"235",119.283177636471,235.00000000006
"236",120.796797452513,235.999999999973
"237",122.313902576704,236.999999999467
"238",123.825282998284,237.999999999851
"239",125.319247842067,238.999999999845
"240",126.782074718069,239.999999999967
"241",128.199124144113,240.999999999847
"242",129.556496767776,241.999999999913
"243",130.842790033936,243.000000003474
"244",132.05037708504,243.999999999905
"245",133.175832292448,244.999999999884
"246",134.219524627673,246.000000001062
"247",135.184702513408,247.000000000193
"248",136.076451189786,247.999999999971
"249",136.900784477819,248.999999999607
"250",137.663977125787,249.999999999862
"251",138.372135704043,251.000000003536
"252",139.030957942091,251.999999999985
"253",139.6456221985,252.999999999949
"254",140.220758182888,254.000000000204
"255",140.760464020456,255.000000002467
